Episode ID,Podcast ID,Podcast Name,Episode Title,Published Date,Audio URL
4210,1,"The Joe Rogan Experience","#2356 - Mike Vecchione",2025-07-29T17:00:00.000Z,https://traffic.megaphone.fm/GLT8174488822.mp3?updated=1753808469
4211,52,"The Young Turks","Trump's Loose Lips - July 29, 2025",2025-07-30T02:29:00.000Z,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chrt.fm/track/3DAG65/traffic.megaphone.fm/TYK2860036665.mp3?updated=1753843046
4212,10,"The NPR Politics Podcast","States Fight Federal Effort To Collect Personal Data Of Food Stamp Users",2025-07-29T21:18:10.000Z,https://chrt.fm/track/138C95/prfx.byspotify.com/e/play.podtrac.com/npr-510310/traffic.megaphone.fm/NPR1885808712.mp3?d=762&size=12201527&e=1256371487&t=podcast&p=510310
4213,17,"The Journal.","How Volkswagen's Electric Bus Lost Its Charge",2025-07-29T20:00:00.000Z,https://pdst.fm/e/chtbl.com/track/1F1B1F/traffic.megaphone.fm/WSJ7574951738.mp3?updated=1753819788
4214,119,"Jacobin Radio","Confronting Capitalism: Why the Democrats Can’t Fight for Anything",2025-07-30T09:59:00.000Z,https://pinecast.com/listen/519aa75f-42a2-4ede-b59c-d96e4b385c26.mp3?source=rss&ext=asset.mp3
4215,120,"The Nation Podcasts","Dems Who Didn’t Vote In 2024—Plus, Mussolini and Trump | Start Making Sense",2025-07-30T08:00:05.000Z,https://audio4.redcircle.com/episodes/46723a3d-8842-4c94-8723-14cbcacc8a42/stream.mp3
4216,123,"The Megyn Kelly Show","NYC Shooting Victims Identified, DOJ vs. Boasberg, EPA to Kill Climate Rule: AM Update 7/30",2025-07-30T10:00:00.000Z,https://dts.podtrac.com/redirect.mp3/tracking.swap.fm/track/0bDcdoop59bdTYSfajQW/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/101/arttrk.com/p/24FDE/claritaspod.com/measure/sxm.simplecastaudio.com/853ccd10-364f-4b0b-831e-c2bed24d85e7/episodes/a3b91f4c-d524-4ee4-af50-e0636b7f7fb1/audio/128/default.mp3?aid=rss_feed&awCollectionId=853ccd10-364f-4b0b-831e-c2bed24d85e7&awEpisodeId=a3b91f4c-d524-4ee4-af50-e0636b7f7fb1&feed=RV1USAfC
4217,123,"The Megyn Kelly Show","Who Was NYC Shooter Target, and New Reporting on Russiagate Hoax Collusion, with Buck Sexton and Aaron Mate",2025-07-29T20:01:49.000Z,https://dts.podtrac.com/redirect.mp3/tracking.swap.fm/track/0bDcdoop59bdTYSfajQW/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/101/arttrk.com/p/24FDE/claritaspod.com/measure/sxm.simplecastaudio.com/853ccd10-364f-4b0b-831e-c2bed24d85e7/episodes/d0c467fd-9043-4211-b047-80da15e9747b/audio/128/default.mp3?aid=rss_feed&awCollectionId=853ccd10-364f-4b0b-831e-c2bed24d85e7&awEpisodeId=d0c467fd-9043-4211-b047-80da15e9747b&feed=RV1USAfC
4218,18,"WSJ Opinion: Potomac Watch","Trump's Tariff Deals With Japan and the EU, as His Aug. 1 Deadline Nears",2025-07-29T22:23:00.000Z,https://pdst.fm/e/chrt.fm/track/1F1B1F/traffic.megaphone.fm/WSJ6782079224.mp3?updated=1753828373
4219,3,"The Daily","Close Calls and Skipped Lines: The Fraught State of Organ Donation",2025-07-30T09:45:00.000Z,https://dts.podtrac.com/redirect.mp3/pdst.fm/e/pfx.vpixl.com/6qj4J/nyt.simplecastaudio.com/03d8b493-87fc-4bd1-931f-8a8e9b945d8a/episodes/c21d2b6d-5397-40b4-b84a-fbb34e0b571a/audio/128/default.mp3?aid=rss_feed&awCollectionId=03d8b493-87fc-4bd1-931f-8a8e9b945d8a&awEpisodeId=c21d2b6d-5397-40b4-b84a-fbb34e0b571a&feed=54nAGcIl
4220,19,"The Charlie Kirk Show","Why Islam Isn't Compatible With the West ft. Ridvan Aydemir",2025-07-30T09:00:00.000Z,https://pdst.fm/e/claritaspod.com/measure/dts.podtrac.com/redirect.mp3/mgln.ai/e/205/pscrb.fm/rss/p/traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/c865b590-c84f-4f7e-a43e-ac64014b61d9/ec1c9585-f156-4765-a11c-b329017ad5e3/audio.mp3?utm_source=Podcast&in_playlist=8978e846-cacd-4d65-b085-ac64014cd49f
4221,19,"The Charlie Kirk Show","Trump's Trade Triumph ft. Sec. Howard Lutnick",2025-07-29T21:30:00.000Z,https://pdst.fm/e/claritaspod.com/measure/dts.podtrac.com/redirect.mp3/mgln.ai/e/205/pscrb.fm/rss/p/traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/c865b590-c84f-4f7e-a43e-ac64014b61d9/31f682e4-63bf-4cce-886f-b3290152ac38/audio.mp3?utm_source=Podcast&in_playlist=8978e846-cacd-4d65-b085-ac64014cd49f
4222,19,"The Charlie Kirk Show","Mangioneism + Mamdaniism vs MAGA",2025-07-29T20:15:23.000Z,https://pdst.fm/e/claritaspod.com/measure/dts.podtrac.com/redirect.mp3/mgln.ai/e/205/pscrb.fm/rss/p/traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/c865b590-c84f-4f7e-a43e-ac64014b61d9/dddfd2b1-7a12-4139-b1d6-b329014cf1b6/audio.mp3?utm_source=Podcast&in_playlist=8978e846-cacd-4d65-b085-ac64014cd49f
4223,21,"The Sean Hannity Show","SHOOTERS, RACISTS AND THE INVASION ",2025-07-30T04:14:13.000Z,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/00cf9588-814d-4d9e-bd23-b2b900fa428b/cdec40d1-d306-4854-a6c3-b32a0043c721/audio.mp3?utm_source=Podcast&in_playlist=554b2774-1072-4afc-88b3-ae300188d2e8
4224,21,"The Sean Hannity Show","Biden Border Madness - July 29th, Hour 1",2025-07-29T23:38:17.000Z,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/4a0aa31f-d7ec-4ee3-915f-ae300188d2da/22f1155f-f194-415d-9d99-b32901805ca3/audio.mp3?utm_source=Podcast&in_playlist=554b2774-1072-4afc-88b3-ae300188d2e8
4225,21,"The Sean Hannity Show","“On Power”: A Blueprint for Liberty vs. Tyranny - July 29th, Hour 2",2025-07-29T23:36:54.000Z,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/4a0aa31f-d7ec-4ee3-915f-ae300188d2da/88fd0a79-76b4-424f-aa54-b329017f9d97/audio.mp3?utm_source=Podcast&in_playlist=554b2774-1072-4afc-88b3-ae300188d2e8
4226,21,"The Sean Hannity Show"," Brennan’s Puppet - July 29th, Hour 3",2025-07-29T23:33:36.000Z,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/4a0aa31f-d7ec-4ee3-915f-ae300188d2da/cbbd388a-9f1f-4b86-a403-b329017f3fd9/audio.mp3?utm_source=Podcast&in_playlist=554b2774-1072-4afc-88b3-ae300188d2e8
4227,23,"The Alex Jones Show - Infowars.com","Alex Jones 2025-Jul-29 Tuesday",2025-07-29T20:18:31.000Z,https://api.spreaker.com/download/episode/67180657/20250729_tue_alex.mp3
4228,33,"The Bulwark Podcast","David French: Israel's Humanitarian Obligations",2025-07-29T18:48:24.000Z,https://pscrb.fm/rss/p/arttrk.com/p/ABMA5/prfx.byspotify.com/e/clrtpod.com/m/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8756020.mp3?modified=1753815097&sid=5114286&source=rss
4229,35,"The Wright Report","30 JULY 2025: Tsunami Alert // Possible Surprise Interest Rate Cut // Major News on Cars and Climate // The Dem Plan To Block the Sun To Save the Earth",2025-07-30T07:00:00.000Z,https://prfx.byspotify.com/e/pscrb.fm/rss/p/claritaspod.com/measure/mgln.ai/e/35/traffic.libsyn.com/secure/99d58233-bde0-408e-8380-58043aa19ee8/30_JULY_-_TWR.mp3?dest-id=4043511
4230,40,"Verdict with Ted Cruz","Major Legislation to Protect the Flying Public, plus New Evidence FBI Complicit in Russia Hoax",2025-07-30T07:40:00.000Z,https://podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/arttrk.com/p/D5CA5/mgln.ai/e/28/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/2bee9419-43de-46ce-8996-af2a01167517/157a50ef-40e7-4de5-b8e9-b319004ca12a/audio.mp3?utm_source=Podcast&in_playlist=84cf551f-a33b-41d8-b112-af2a01167541
4231,40,"Verdict with Ted Cruz","Extra:  Daily Review with Clay and Buck - Jul 29 2025",2025-07-29T21:24:02.000Z,https://podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/arttrk.com/p/D5CA5/mgln.ai/e/28/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/57c236de-aec0-46c1-b141-ae3c00026d77/19c0e181-8dcd-4d1f-85f7-b329013817ae/audio.mp3?utm_source=Podcast&in_playlist=84cf551f-a33b-41d8-b112-af2a01167541
4232,47,"The MeidasTouch Podcast","Debbie Mucarsel-Powell on Trump’s Attack on Florida",2025-07-30T15:00:00.000Z,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/arttrk.com/p/MMN23/prfx.byspotify.com/e/claritaspod.com/measure/mgln.ai/e/1058/traffic.megaphone.fm/MTH4694777682.mp3?updated=1753810918
4233,47,"The MeidasTouch Podcast","GOP Leaders Lose It On Air as Trump’s Plan Backfires",2025-07-30T12:00:00.000Z,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/arttrk.com/p/MMN23/prfx.byspotify.com/e/claritaspod.com/measure/mgln.ai/e/1058/traffic.megaphone.fm/MTH8238256972.mp3?updated=1753728409
4234,47,"The MeidasTouch Podcast","Trump in Terror as He Traps Himself and Quake Hits",2025-07-30T09:00:00.000Z,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/arttrk.com/p/MMN23/prfx.byspotify.com/e/claritaspod.com/measure/mgln.ai/e/1058/traffic.megaphone.fm/MTH8405657418.mp3?updated=1753851442
4235,54,"The Benny Show","NYC Shooting UPDATES! CNN Calls Black Terrorist ‘White’ | Arrests for Ohio Mob Attack, CIA Exposes..with Guests General Michael Flynn, Sean Davis and Kyle Bass",2025-07-29T16:51:00.000Z,https://chrt.fm/track/1G8F1D/verifi.podscribe.com/rss/p/mgln.ai/e/p540705/arttrk.com/p/24FDE/traffic.megaphone.fm/WWO2258681292.mp3?updated=1753808357
4236,57,"Timcast IRL","South Park Makes Cartman CHARLIE KIRK, Latest Episode ROASTS Trump Again w/ Steve Cortes",2025-07-30T02:18:00.000Z,https://dts.podtrac.com/redirect.mp3/mgln.ai/e/p276273/traffic.libsyn.com/secure/94d7402b-3bfc-4a4d-b7df-97320e5d220b/South_Park_Makes_Cartman_CHARLIE_KIRK_Latest_Episode_ROASTS_Trump_Again___Timcast_IRL.mp3?dest-id=4973860
4237,61,"The Rubin Report","Midtown Tower Shooting Causes Resurfaced Bill Maher Clip to Go Viral",2025-07-29T17:46:00.000Z,https://dts.podtrac.com/redirect.mp3/pscrb.fm/rss/p/pscrb.fm/rss/p/traffic.libsyn.com/secure/77fe9e48-8ca5-46a1-abbf-39417174e9da/729.mp3?dest-id=4990775
4238,64,"The Majority Report with Sam Seder","3548 - GOP Pushes Child Labor Fantasy; Israeli Refusenik Movement Grows w/ Iddo Elam",2025-07-29T20:50:00.000Z,https://dts.podtrac.com/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/275/claritaspod.com/measure/traffic.libsyn.com/secure/majorityfm/7_29_Elam_-_pub.mp3?dest-id=45523
4239,139,"Minnesota Today","St. Louis County officials post video of officer-involved fatal shooting",2025-07-30T11:24:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/news/features/2025/07/30/St._Louis_County_officials_post_video_of_officer-involved_fatal_shooting_20250730_64.mp3
4240,139,"Minnesota Today","St. Paul cyberattack; Western Minnesota flooding",2025-07-29T20:22:10.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_today/2025/07/29/mntoday_V1_Ryan_20250729_64.mp3
4241,158,"Political Breakdown","Will California Counter Texas’s Political Power Grab?",2025-07-29T23:30:00.000Z,https://www.podtrac.com/pts/redirect.mp3/chrt.fm/track/G6C7C3/traffic.megaphone.fm/KQINC5816417181.mp3?updated=1753829350
4242,159,"KQED's The California Report","Unhoused Senior Population Grows In Los Angeles As Services Are Cut",2025-07-30T14:05:00.000Z,https://www.podtrac.com/pts/redirect.mp3/chrt.fm/track/G6C7C3/traffic.megaphone.fm/KQINC9147166928.mp3?updated=1753884500
4243,160,"AirTalk","CECOT: the Maximum Security Prison in Salvador, Food Etiquette in the Office, and More",2025-07-29T19:04:46.000Z,https://traffic.omny.fm/d/clips/acc8cc57-ff7c-44c5-9bd6-ab0900fbdc43/39d4b39e-aa2d-40b1-bc07-ab2201235e43/f7b465ea-3acc-40bf-aaa1-b3290132bb24/audio.mp3?utm_source=Podcast&in_playlist=f9e7dcf5-d162-4723-b710-ab2201235e4c
4244,146,"Adam and Jordana","Do you get to pick your own nickname?",2025-07-30T16:22:42.000Z,https://serve.castfire.com/audio/7550275/7550275_2025-07-30-163915.128.mp3?rssID=3695
4245,146,"Adam and Jordana","Quick Takes and Happy Gilmore 2 sets a Netflix record",2025-07-30T16:06:30.000Z,https://serve.castfire.com/audio/7550235/7550235_2025-07-30-160735.128.mp3?rssID=3695
4246,146,"Adam and Jordana","Jordana is on her way to Vikings Training Camp for a good cause",2025-07-30T15:54:39.000Z,https://serve.castfire.com/audio/7550188/7550188_2025-07-30-155328.128.mp3?rssID=3695
4247,146,"Adam and Jordana","A cyberattack is still impacting St Paul and how to use AI to study",2025-07-30T15:38:05.000Z,https://serve.castfire.com/audio/7550153/7550153_2025-07-30-153953.128.mp3?rssID=3695
4248,146,"Adam and Jordana","Can an axe murderer be rehabilitated? Plus do you want to plan your own funeral?",2025-07-29T16:51:18.000Z,https://serve.castfire.com/audio/7548184/7548184_2025-07-29-162324.128.mp3?rssID=3695
4249,146,"Adam and Jordana","Quick Takes and why does Gen Z love cottage cheese?",2025-07-29T16:23:09.000Z,https://serve.castfire.com/audio/7548115/7548115_2025-07-29-165615.128.mp3?rssID=3695
4250,146,"Adam and Jordana","Minnesota politicians are still trying to curb fraud",2025-07-29T15:52:03.000Z,https://serve.castfire.com/audio/7548027/7548027_2025-07-29-153227.128.mp3?rssID=3695
4251,146,"Adam and Jordana","Are you an FAFO parent? Plus Medicaid cuts on on their way",2025-07-29T15:43:32.000Z,https://serve.castfire.com/audio/7548016/7548016_2025-07-29-154516.128.mp3?rssID=3695
4252,147,"Minnesota Now","Minnesota Fringe Festival show ‘Manasu’ features South Asian queer love story",2025-07-29T20:48:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_now/2025/07/29/mn_now_mnnowdseg72925_20250729_128.mp3
4253,147,"Minnesota Now","Minnesota Now: July 29, 2025",2025-07-29T20:24:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_now/2025/07/29/mn_now_mnnow72925fullshow_20250729_128.mp3
4254,147,"Minnesota Now","How a local jeweler is navigating historic surge of gold and silver prices",2025-07-29T18:50:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_now/2025/07/29/mn_now_mnnowbseg72925_20250729_128.mp3
4255,147,"Minnesota Now","Preliminary data shows a decrease in immigrant work visas in Minnesota this year",2025-07-29T18:44:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_now/2025/07/29/mn_now_mnnowcseg72925_20250729_128.mp3
4256,147,"Minnesota Now","Report: As gun violence declines in the U.S., Minnesota heading in the opposite direction",2025-07-29T18:01:00.000Z,https://pscrb.fm/rss/p/mgln.ai/e/5/dts.podtrac.com/redirect.mp3/play.publicradio.org/podcast/o/minnesota/podcasts/minnesota_now/2025/07/29/mn_now_mnnowaseg72925_20250729_128.mp3
4257,156,"QAA Podcast","The Problem of Disinformation (E334)",2025-07-30T05:23:02.000Z,https://chtbl.com/track/7791D/http://feeds.soundcloud.com/stream/2138778744-qanonanonymous-the-problem-of-disinformation-e334.mp3
4258,197,"WBEZ News","Options for folks repaying their student loans are shrinking",2025-07-30T13:03:00.000Z,https://podcast-stream.wbez.org/recast/wbez-features/20250730080435-20250730_745_MoneySegment-StudentLoans_LKP-ML.mp3
4259,197,"WBEZ News","A Chicago orchestra invited the public to play, and 250 people showed up",2025-07-30T11:56:00.000Z,https://podcast-stream.wbez.org/recast/wbez-features/20250730065702-20250730_645_SideBySide_HE.mp3
4260,197,"WBEZ News","Chicago remembers Cubs Hall of Famer Ryne Sandberg",2025-07-29T20:07:00.000Z,https://podcast-stream.wbez.org/recast/wbez-features/20250729160755-20250729_3.44_SANDBERG2WAYLIVENJ.CRS.4MIN.mp3
4261,166,"This is Gavin Newsom","And, This is How The Left Fails Young Men with Richard Reeves",2025-07-30T15:00:00.000Z,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/6160fe69-db2d-426f-9e1e-b28f000b218b/9647583d-c374-4e2d-a5d1-b32a008260d7/audio.mp3?utm_source=Podcast&in_playlist=3fc5a719-fb02-45e8-9018-b28f000b2b45
4262,168,"Voice of San Francisco","Good news about higher education in California!",2025-07-30T14:23:22.000Z,https://mcdn.podbean.com/mf/web/62p7w6zbp4gtrv8a/riverside_john_jul_30_2025_001_john_rothmann_s_stu6d2ip.mp3
4263,168,"Voice of San Francisco","Efforts to revitalize downtown SF, problems with health care and the challenges we face with ethic studies",2025-07-29T17:44:47.000Z,https://mcdn.podbean.com/mf/web/46fmhdrj986db4br/riverside_efforts_to_revitalize_jul_29_2025_001_john_rothmann_s_stua7fgc.mp3
4264,168,"Voice of San Francisco","Ethnics Studies on the agenda tonight at SFUSD. Quincy Yu offers brilliant analysis.",2025-07-29T17:42:24.000Z,https://mcdn.podbean.com/mf/web/ih2wseabafhkqu96/riverside_ethnic_studies_an_in_jul_29_2025_001_john_rothmann_s_stu8ribf.mp3
4265,175,"Press Play with Madeleine Brand","College grads face highest unemployment rate in 10 years. AI’s partly to blame",2025-07-30T02:45:21.000Z,https://dts.podtrac.com/redirect.mp3/pds.cdnstream1.com/p/kcrw/press-play-with-madelein-d6679b/college-grads-face-highe-b51dee/audio.mp3
4266,177,"Guy Benson Show","Mamdani MIA During NYC Crisis",2025-07-29T22:30:00.000Z,https://pdst.fm/e/chrt.fm/track/25F5FC/dts.podtrac.com/redirect.mp3/traffic.megaphone.fm/FOXM8646600707.mp3?updated=1753887465
4267,177,"Guy Benson Show","BENSON BYTE: Josh Holmes Calls Democrats' Message ""Substance-Less, Utterly Rudderless""",2025-07-29T22:00:00.000Z,https://pdst.fm/e/chrt.fm/track/25F5FC/dts.podtrac.com/redirect.mp3/traffic.megaphone.fm/FOXM2571997317.mp3?updated=1753822882
4268,179,"Federalist Radio Hour","Russiagate Redux: Inside The Soft Coup Against Trump",2025-07-29T21:17:03.000Z,https://dts.podtrac.com/redirect.mp3/pdst.fm/e/mgln.ai/e/35/api.spreaker.com/download/episode/67180880/tues.mp3
4269,182,"The Matt Walsh Show","Ep. 1631 - Gay Sex Offender Buys a Baby Through Surrogacy. How Is This Legal?",2025-07-29T19:22:05.000Z,https://claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/mgln.ai/e/121/injector.simplecastaudio.com/d1078767-cdeb-4a60-8561-25db7745b425/episodes/5d3ea901-947c-4e94-b3b0-7a68cbcb60b9/audio/128/default.mp3?aid=rss_feed&awCollectionId=d1078767-cdeb-4a60-8561-25db7745b425&awEpisodeId=5d3ea901-947c-4e94-b3b0-7a68cbcb60b9&feed=pp_b9xO6
4270,183,"ToddCast Podcast with Todd Starnes","Cincy Police Chief Blames Social Media for Violent Attack",2025-07-29T20:20:03.000Z,https://dts.podtrac.com/redirect.mp3/p.podderapp.com/1444450006/mgln.ai/e/205/traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/ec639eda-812c-4db1-85c8-acfd010f9fef/33911704-2614-4b9c-9fc0-b329014cefab/audio.mp3?utm_source=Podcast&in_playlist=8ad647d4-920f-4473-92b7-acfd010f9ffd
4271,184,"The Playbook Podcast","July 30, 2025: How to gerrymander your way to a House majority",2025-07-30T09:15:00.000Z,https://traffic.megaphone.fm/POLL6135178990.mp3?updated=1753850140
4272,186,"Reset with Sasha-Ann Simons","Living And Working In America: Work Visas",2025-07-30T11:05:00.000Z,https://chtbl.com/track/BE5BE6/podcast-stream.wbez.org/recast/reset-podcast/20250729152606-POD-250729IMMIGRATION-WORK-VISAS-Micah-Yason.mp3?awCollectionId=wbez-reset&awGenre=News&awEpisodeId=41706350-6cba-11f0-bbbe-195148890c41
4273,186,"Reset with Sasha-Ann Simons","What Will It Take To Ensure Seniors Can Retire?",2025-07-29T20:23:00.000Z,https://chtbl.com/track/BE5BE6/podcast-stream.wbez.org/recast/reset-podcast/20250729152425-POD-250729-SENIORS-FURLOUGHS-Micah-Yason.mp3?awCollectionId=wbez-reset&awGenre=News&awEpisodeId=05407f10-6cba-11f0-afe4-29160c6cc6e9
4274,191,"ABC 7 Chicago Eyewitness News","Eyewitness News at 5am - July 30, 2025",2025-07-30T11:00:00.000Z,https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/ESP8367362815.mp3?updated=1753875554
4275,193,"Crain's Daily Gist","07/30/25: This fresh food vendor is taking off",2025-07-29T22:42:04.000Z,https://afp-901464-injected.calisto.simplecastaudio.com/571edbdc-0279-4b9b-b951-9c4d1b5ec4e0/episodes/a95f514f-e1f0-4246-a073-52a024189ee1/audio/128/default.mp3?aid=rss_feed&awCollectionId=571edbdc-0279-4b9b-b951-9c4d1b5ec4e0&awEpisodeId=a95f514f-e1f0-4246-a073-52a024189ee1&feed=tANdaEdA
4276,194,"Chicago's Morning Answer with Dan Proft & Amy Jacobson","July 30, 2025",2025-07-30T14:13:35.000Z,https://traffic.omny.fm/d/clips/5e27a451-e6e6-4c51-aa03-a7370003783c/965232f6-a0c3-4a3b-abd4-a81c00591618/736df77b-636a-406d-8269-b32a00e745c5/audio.mp3?utm_source=Podcast&in_playlist=694d2861-ec7d-4388-8928-a81c00591621
4277,196,"Chicago Tonight","July 29, 2025 - Full Show",2025-07-30T01:35:00.000Z,https://wfmt-od.streamguys1.com/wttw/audio/072925fullshow.mp3
4278,196,"Chicago Tonight","July 28, 2025 - Full Show",2025-07-29T00:53:00.000Z,https://wfmt-od.streamguys1.com/wttw/audio/072825fullshow.mp3
4279,201,"Curious City","What happened to Chinatown’s family associations?",2025-07-30T10:00:00.000Z,https://pscrb.fm/rss/p/chtbl.com/track/BE5BE6/podcast-stream.wbez.org/recast/curious-city/20250729110834-CCchinatownorg_pod_250730_aqme.mp3?awCollectionId=wbez-curiouscity&awGenre=Society+and+Culture&awEpisodeId=4715cba0-6c96-11f0-8a40-ad03ff125ef7
4280,202,"City Cast Chicago","Will Grocery Prices Ever Go Down?",2025-07-30T08:00:00.000Z,https://pdst.fm/e/traffic.megaphone.fm/CC1634802527.mp3?updated=1753822720
4281,205,"Command Talk with the Illinois Chiefs ","Chief Chat: Tinley Park Chief Thomas Tilton",2025-07-29T19:00:00.000Z,https://www.buzzsprout.com/1923037/episodes/17578305-chief-chat-tinley-park-chief-thomas-tilton.mp3
4282,210,"Sound of the State","News Brief - July 29, 2025",2025-07-29T16:00:00.000Z,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/67181610/news_brief_july_29_2025.mp3
4283,220,"The 21st Show","Illinois State professor’s research explores the cultural history of chocolate",2025-07-29T19:22:00.000Z,https://dts.podtrac.com/redirect.mp3/will.illinois.edu/nfs/21st-2025-07-29-segc.mp3
4284,220,"The 21st Show","The latest in the carbon sequestration and Mahomet Aquifer saga",2025-07-29T17:32:00.000Z,https://dts.podtrac.com/redirect.mp3/will.illinois.edu/nfs/21st-2025-07-29-segaandb.mp3
4285,213,"The Social Contract with Joe Walsh","Using 4 Dead Shooting Victims To Score Your Political Points",2025-07-29T15:53:48.000Z,https://sphinx.acast.com/p/open/s/66c247fb844d445153718f68/e/6888ee8869e88bb085faa9ba/media.mp3
4286,215,"The Rundown | Chicago News","Tuesday July 29, 2025",2025-07-29T20:11:00.000Z,https://chtbl.com/track/BE5BE6/podcast-stream.wbez.org/recast/the-rundown/20250729151205-RUNDOWN-072925-FINAL.mp3
4287,216,"The 217 Today Podcast","217 Today: After husband was deported, a mother alone with three children turns to Trump’s voluntary self-deportation program",2025-07-30T12:26:00.000Z,https://dts.podtrac.com/redirect.mp3/will.illinois.edu/nfs/217_Today_7_30_25_01.mp3
4288,219,"Illinois in Focus","Illinois in Focus Daily | July 30th, 2025 - Pritzker Discusses Food Subsidy ‘Red Tape’ That a Republican Says Is Necessary",2025-07-30T15:48:03.000Z,https://afp-444292-injected.calisto.simplecastaudio.com/dac9a265-38f6-4bb5-a9fb-68450aca4487/episodes/42b64436-d481-4354-b503-22981da57b0c/audio/128/default.mp3?aid=rss_feed&awCollectionId=dac9a265-38f6-4bb5-a9fb-68450aca4487&awEpisodeId=42b64436-d481-4354-b503-22981da57b0c&feed=wJJUdEf6
4289,223,"The Latest from KQED","Wednesday, July 30 2025",2025-07-30T16:37:39.000Z,https://www.podtrac.com/pts/redirect.mp3/chrt.fm/track/G6C7C3/traffic.megaphone.fm/KQINC3447322884.mp3?updated=1753892329
4290,228,"Garage Logic","Scramble: Why are we mad at Sydney Sweeney? & Round-the-world walker prepares for home stretch",2025-07-29T23:00:00.000Z,https://mgln.ai/e/345/pscrb.fm/rss/p/rss.art19.com/episodes/9dcf1093-a91c-4f47-8576-95f90dd194f3.mp3?rss_browser=BAhJIg9yc3MtcGFyc2VyBjoGRVQ%3D--42d668516e215326a0c0e36404173d504b339a70
4291,228,"Garage Logic","7/29 Acting US Attorney Joe Thompson may be the state's only hope to uncover the massive frauds that continue.",2025-07-29T18:30:00.000Z,https://mgln.ai/e/345/pscrb.fm/rss/p/rss.art19.com/episodes/73799d46-c9cc-4ee6-bc3d-8248dd1542c6.mp3?rss_browser=BAhJIg9yc3MtcGFyc2VyBjoGRVQ%3D--42d668516e215326a0c0e36404173d504b339a70